Match date,Tournament,Home team,Home team corners,Away team corners,Away team,Home team corners kicked,Home team corners average,Corners >5 home team,Away team corners concieved,Corners >5 concieved away team,Away team corners concieved average,Corners difference,Corners >5 against home team,label
2017-09-03,PrimD,Girona,9,3,Barcelona,,,,39,3,4,,,>=5
2017-08-06,PrimD,CD Alaves,1,14,Barcelona,39,4,1,40,3,4,-1,,<5
2017-05-04,PrimD,Las Palmas,3,5,Barcelona,49,5,5,45,4,5,4,,<5
2017-04-09,PrimD,Espanyol,4,5,Barcelona,54,5,3,43,4,4,11,1,<5
2017-04-08,PrimD,Malaga,2,3,Barcelona,74,7,8,49,5,5,25,0,<5
2017-04-03,PrimD,Real Madrid,7,4,Barcelona,62,6,5,45,4,5,17,1,>=5
2017-04-02,PrimD,Granada,1,9,Barcelona,46,5,3,47,4,5,-1,0,<5
2017-03-02,PrimD,D Coruna,4,8,Barcelona,60,6,5,46,4,5,14,1,<5
2017-02-06,PrimD,Atletico Madrid,6,5,Barcelona,69,7,7,42,3,4,27,2,>=5
2017-02-01,PrimD,CD Alaves,3,9,Barcelona,45,5,3,43,3,4,2,,<5
2017-01-09,PrimD,Real Betis,8,2,Barcelona,60,6,5,39,2,4,21,1,>=5
2017-01-08,PrimD,Villarreal,2,4,Barcelona,56,6,4,42,2,4,14,0,<5
2017-01-02,PrimD,Eibar,8,5,Barcelona,52,5,4,39,1,4,13,,>=5
2016-12-01,PrimD,Osasuna,2,5,Barcelona,58,6,5,39,1,4,19,0,<5
2016-11-07,PrimD,Real Sociedad,8,6,Barcelona,60,6,5,37,1,4,23,1,>=5
2016-11-06,PrimD,Sevilla,3,5,Barcelona,72,7,7,40,2,4,32,2,<5
2016-10-02,PrimD,Celta Vigo,3,6,Barcelona,77,8,7,40,2,4,37,0,<5
2016-10-02,PrimD,Valencia,3,1,Barcelona,70,7,7,41,2,4,29,0,<5
2016-09-07,PrimD,Leganes,2,5,Barcelona,,,,41,2,4,,,<5
2016-09-04,PrimD,Sporting Gijon,4,3,Barcelona,38,4,2,38,2,4,0,0,<5
2016-08-08,PrimD,Athletic Bilbao,4,4,Barcelona,62,6,6,37,2,4,25,0,<5
2016-05-04,PrimD,Granada,5,6,Barcelona,40,4,2,36,2,4,4,0,>=5
2016-04-09,PrimD,Real Sociedad,5,9,Barcelona,71,7,7,37,3,4,34,1,>=5
2016-04-01,PrimD,Real Betis,2,4,Barcelona,58,6,6,35,3,4,23,1,<5
2016-04-01,PrimD,D Coruna,6,2,Barcelona,58,6,6,39,3,4,19,0,>=5
2016-03-06,PrimD,Eibar,6,2,Barcelona,53,5,5,40,3,4,13,,>=5
2016-03-03,PrimD,Rayo Vallecano,3,5,Barcelona,55,6,6,40,3,4,15,3,<5
2016-03-01,PrimD,Villarreal,4,4,Barcelona,56,6,4,41,3,4,15,0,<5
2016-02-07,PrimD,Levante,2,5,Barcelona,58,6,5,40,3,4,18,0,<5
2016-02-07,PrimD,Sporting Gijon,1,4,Barcelona,55,6,4,41,3,4,14,,<5
2016-02-01,PrimD,Las Palmas,3,6,Barcelona,,,,44,4,4,,,<5
2016-01-03,PrimD,Malaga,4,3,Barcelona,64,6,7,45,4,5,19,0,<5
2016-01-02,PrimD,Espanyol,6,10,Barcelona,50,5,3,44,3,4,6,0,>=5
2015-12-05,PrimD,Valencia,0,6,Barcelona,54,5,5,48,3,5,6,1,<5
2015-11-01,PrimD,Real Madrid,10,3,Barcelona,87,9,8,40,2,4,47,0,>=5
2015-10-03,PrimD,Sevilla,7,9,Barcelona,54,5,4,39,2,4,15,1,>=5
2015-10-01,PrimD,Getafe,3,5,Barcelona,60,6,5,40,2,4,20,1,<5
2015-09-03,PrimD,Celta Vigo,5,10,Barcelona,48,5,3,39,2,4,9,0,>=5
2015-09-02,PrimD,Atletico Madrid,1,10,Barcelona,64,6,7,40,2,4,24,2,<5
2015-08-03,PrimD,Athletic Bilbao,2,4,Barcelona,62,6,6,44,3,4,18,0,<5
2015-05-07,PrimD,Atletico Madrid,6,5,Barcelona,66,7,7,40,2,4,26,2,>=5
2015-05-02,PrimD,Cordoba,5,8,Barcelona,49,5,4,39,2,4,10,,>=5
2015-04-05,PrimD,Espanyol,5,3,Barcelona,56,6,6,38,2,4,18,0,>=5
2015-04-05,PrimD,Celta Vigo,4,3,Barcelona,94,9,9,39,2,4,55,,<5
2015-04-01,PrimD,Sevilla,2,4,Barcelona,55,6,5,40,2,4,15,2,<5
2015-03-04,PrimD,Eibar,6,3,Barcelona,45,5,3,40,2,4,5,,>=5
2015-02-08,PrimD,Athletic Bilbao,4,4,Barcelona,78,8,7,38,2,4,40,0,<5
2015-02-08,PrimD,Granada,4,5,Barcelona,58,6,4,37,2,4,21,0,<5
2015-01-08,PrimD,D Coruna,2,4,Barcelona,51,5,4,38,2,4,13,,<5
2015-01-04,PrimD,Real Sociedad,6,8,Barcelona,68,7,7,34,1,3,34,0,>=5
2015-01-04,PrimD,Elche,2,3,Barcelona,54,5,6,34,1,3,20,,<5
2014-12-03,PrimD,Getafe,4,5,Barcelona,45,5,4,31,1,3,14,1,<5
2014-11-08,PrimD,Almeria,4,5,Barcelona,59,6,6,30,1,3,29,,<5
2014-11-01,PrimD,Valencia,5,8,Barcelona,62,6,7,29,1,3,33,1,>=5
2014-10-05,PrimD,Real Madrid,3,9,Barcelona,71,7,7,27,1,3,44,0,<5
2014-10-04,PrimD,Rayo Vallecano,6,7,Barcelona,41,4,3,27,1,3,14,3,>=5
2014-09-04,PrimD,Malaga,2,8,Barcelona,75,8,7,27,1,3,48,1,<5
2014-09-01,PrimD,Levante,3,6,Barcelona,39,4,3,26,1,3,13,0,<5
2014-08-01,PrimD,Villarreal,3,10,Barcelona,63,6,6,30,2,3,33,0,<5
2014-05-01,PrimD,Elche,2,11,Barcelona,64,6,8,35,3,4,29,,<5
2014-04-07,PrimD,Villarreal,2,9,Barcelona,76,8,8,37,3,4,39,,<5
2014-04-02,PrimD,Granada,1,13,Barcelona,66,7,7,45,4,5,21,,<5
2014-03-09,PrimD,Espanyol,3,11,Barcelona,38,4,1,47,4,5,-9,0,<5
2014-03-08,PrimD,Valladolid,4,3,Barcelona,70,7,7,45,4,5,25,,<5
2014-03-03,PrimD,Real Madrid,1,5,Barcelona,64,6,6,46,4,5,18,1,<5
2014-02-09,PrimD,Sevilla,6,0,Barcelona,85,9,8,46,4,5,39,1,>=5
2014-02-02,PrimD,Real Sociedad,2,13,Barcelona,62,6,5,49,4,5,13,0,<5
2014-01-09,PrimD,Levante,2,8,Barcelona,49,5,2,49,4,5,0,0,<5
2014-01-01,PrimD,Atletico Madrid,7,6,Barcelona,82,8,9,46,3,5,36,2,>=5
2013-12-02,PrimD,Getafe,7,1,Barcelona,65,7,6,42,2,4,23,0,>=5
2013-12-01,PrimD,Athletic Bilbao,4,5,Barcelona,67,7,7,39,2,4,28,0,<5
2013-11-01,PrimD,Real Betis,9,0,Barcelona,59,6,4,32,1,3,27,,>=5
2013-10-09,PrimD,Celta Vigo,5,7,Barcelona,59,6,6,30,1,3,29,,>=5
2013-10-09,PrimD,Osasuna,2,5,Barcelona,61,6,5,33,1,3,28,0,<5
2013-09-08,PrimD,Almeria,2,3,Barcelona,50,5,5,32,1,3,18,,<5
2013-09-01,PrimD,Rayo Vallecano,6,14,Barcelona,77,8,9,32,1,3,45,,>=5
2013-09-01,PrimD,Valencia,5,7,Barcelona,64,6,7,30,1,3,34,2,>=5
2013-08-05,PrimD,Malaga,2,11,Barcelona,45,5,2,30,1,3,15,,<5
2013-05-08,PrimD,Espanyol,4,5,Barcelona,66,7,7,30,1,3,36,,<5
2013-05-02,PrimD,Atletico Madrid,3,2,Barcelona,61,6,6,29,1,3,32,,<5
2013-04-07,PrimD,Athletic Bilbao,1,2,Barcelona,78,8,9,32,1,3,46,,<5
2013-04-04,PrimD,Real Zaragoza,2,7,Barcelona,50,5,3,36,2,4,14,,<5
2013-03-02,PrimD,Real Madrid,3,1,Barcelona,69,7,5,40,3,4,29,,<5
2013-03-01,PrimD,Celta Vigo,5,9,Barcelona,54,5,3,40,3,4,14,,>=5
2013-02-06,PrimD,Granada,1,1,Barcelona,57,6,5,41,3,4,16,,<5
2013-02-03,PrimD,Valencia,6,5,Barcelona,60,6,5,36,2,4,24,,>=5
2013-01-09,PrimD,Real Sociedad,3,6,Barcelona,79,8,7,37,2,4,42,,<5
2013-01-03,PrimD,Malaga,2,5,Barcelona,79,8,8,37,2,4,42,,<5
2012-12-09,PrimD,Real Betis,4,5,Barcelona,48,5,5,40,3,4,8,,<5
2012-12-02,PrimD,Valladolid,2,4,Barcelona,,,,40,3,4,,,<5
2012-11-05,PrimD,Levante,4,8,Barcelona,34,3,2,38,3,4,-4,,<5
2012-11-01,PrimD,Mallorca,6,6,Barcelona,64,6,8,39,3,4,25,,>=5
2012-10-07,PrimD,Rayo Vallecano,7,4,Barcelona,70,7,6,37,2,4,33,,>=5
2012-10-01,PrimD,D Coruna,5,1,Barcelona,64,6,7,35,2,4,29,,>=5
2012-09-09,PrimD,Sevilla,2,7,Barcelona,65,7,7,39,3,4,26,,<5
2012-09-05,PrimD,Getafe,1,7,Barcelona,44,4,2,42,3,4,2,,<5
2012-08-06,PrimD,Osasuna,4,7,Barcelona,53,5,4,42,3,4,11,,<5
2012-05-02,PrimD,Real Betis,2,7,Barcelona,57,6,3,41,3,4,16,,<5
2012-04-09,PrimD,Rayo Vallecano,7,9,Barcelona,67,7,6,37,2,4,30,,>=5
2012-04-07,PrimD,Real Zaragoza,2,9,Barcelona,53,5,4,38,2,4,15,,<5
2012-04-04,PrimD,Levante,2,6,Barcelona,69,7,6,38,2,4,31,,<5
2012-03-07,PrimD,Sevilla,7,4,Barcelona,53,5,6,33,1,3,20,,>=5
2012-03-04,PrimD,Mallorca,5,7,Barcelona,66,7,6,32,1,3,34,,>=5
2012-03-01,PrimD,Racing Santande,3,6,Barcelona,48,5,3,34,1,3,14,,<5
2012-02-06,PrimD,Atletico Madrid,6,2,Barcelona,78,8,7,31,0,3,47,,>=5
2012-02-01,PrimD,Osasuna,4,11,Barcelona,61,6,7,29,0,3,32,,<5
2012-01-08,PrimD,Espanyol,4,4,Barcelona,63,6,6,31,1,3,32,,<5
2012-01-08,PrimD,Villarreal,1,6,Barcelona,55,6,3,38,2,4,17,,<5
2011-12-01,PrimD,Real Madrid,3,5,Barcelona,65,7,6,38,2,4,27,,<5
2011-11-06,PrimD,Athletic Bilbao,3,4,Barcelona,79,8,7,39,2,4,40,,<5
2011-11-06,PrimD,Getafe,2,13,Barcelona,55,6,6,37,2,4,18,,<5
2011-10-05,PrimD,Granada,2,10,Barcelona,,,,43,3,4,,,<5
2011-10-02,PrimD,Sporting Gijon,4,5,Barcelona,52,5,3,44,3,4,8,,<5
2011-09-01,PrimD,Real Sociedad,5,4,Barcelona,61,6,4,43,3,4,18,,>=5
2011-09-01,PrimD,Valencia,3,3,Barcelona,83,8,7,42,3,4,41,,<5
2011-05-01,PrimD,Levante,2,3,Barcelona,43,4,4,44,3,4,-1,,<5
2011-05-01,PrimD,Malaga,6,8,Barcelona,59,6,5,40,2,4,19,,>=5
2011-04-06,PrimD,Real Madrid,8,0,Barcelona,92,9,9,35,1,4,57,,>=5
2011-04-02,PrimD,Villarreal,3,8,Barcelona,55,6,5,37,1,4,18,,<5
2011-04-01,PrimD,Real Sociedad,4,5,Barcelona,60,6,4,39,2,4,21,,<5
2011-03-03,PrimD,Sevilla,0,4,Barcelona,66,7,8,44,2,4,22,,<5
2011-03-02,PrimD,Valencia,8,4,Barcelona,73,7,7,42,2,4,31,,>=5
2011-02-06,PrimD,Mallorca,5,2,Barcelona,52,5,5,38,2,4,14,,>=5
2011-02-02,PrimD,Sporting Gijon,4,10,Barcelona,,,,40,3,4,,,<5
2011-01-09,PrimD,Hércules CF,2,9,Barcelona,,,,,,,,,<5
2011-01-08,PrimD,D Coruna,4,7,Barcelona,,,,,,,,,<5
2010-12-08,PrimD,Espanyol,2,7,Barcelona,,,,,,,,,<5
2010-12-04,PrimD,Osasuna,3,5,Barcelona,,,,,,,,,<5
2010-11-07,PrimD,Getafe,5,3,Barcelona,,,,,,,,,>=5
2010-11-01,PrimD,Almeria,6,5,Barcelona,,,,,,,,,>=5
2010-10-03,PrimD,Real Zaragoza,5,3,Barcelona,,,,,,,,,>=5
2010-09-09,PrimD,Atletico Madrid,6,6,Barcelona,,,,,,,,,>=5
2010-09-05,PrimD,Athletic Bilbao,1,8,Barcelona,,,,,,,,,<5
2010-08-09,PrimD,Racing Santande,6,5,Barcelona,,,,,,,,,>=5
2015-05-07,PrimD,Sevilla,5,4,Almeria,47,5,3,95,9,10,-48,,>=5
2015-04-09,PrimD,Real Madrid,10,4,Almeria,76,8,8,91,9,9,-15,,>=5
2015-04-08,PrimD,Barcelona,14,5,Almeria,57,6,5,90,9,9,-33,,>=5
2015-03-01,PrimD,Athletic Bilbao,9,6,Almeria,75,8,6,83,8,8,-8,,>=5
2015-02-01,PrimD,Atletico Madrid,8,4,Almeria,61,6,5,81,8,8,-20,,>=5
2015-01-07,PrimD,Valencia,8,4,Almeria,43,4,3,80,8,8,-37,,>=5
2015-01-05,PrimD,Espanyol,9,7,Almeria,54,5,5,80,8,8,-26,,>=5
2014-12-09,PrimD,Celta Vigo,17,2,Almeria,76,8,6,76,8,8,0,,>=5
2014-12-08,PrimD,Eibar,7,3,Almeria,,,,74,7,7,,,>=5
2014-11-04,PrimD,Granada,10,5,Almeria,47,5,3,65,6,7,-18,,>=5
2014-11-02,PrimD,Levante,3,6,Almeria,44,4,4,71,7,7,-27,,<5
2014-10-09,PrimD,Villarreal,6,4,Almeria,62,6,6,73,7,7,-11,,>=5
2014-09-01,PrimD,Real Sociedad,13,7,Almeria,62,6,7,71,7,7,-9,,>=5
2014-08-09,PrimD,Getafe,2,3,Almeria,68,7,6,81,8,8,-13,,<5
2014-05-01,PrimD,Granada,6,1,Almeria,59,6,6,82,8,8,-23,,>=5
2014-04-07,PrimD,Espanyol,7,3,Almeria,35,4,1,78,7,8,-43,,>=5
2014-04-02,PrimD,Real Madrid,9,7,Almeria,69,7,6,81,7,8,-12,,>=5
2014-03-02,PrimD,Barcelona,13,4,Almeria,73,7,7,73,6,7,0,,>=5
2014-03-01,PrimD,Valladolid,5,6,Almeria,74,7,8,76,7,8,-2,,>=5
2014-02-05,PrimD,Levante,1,9,Almeria,45,5,2,77,7,8,-32,,<5
2014-01-09,PrimD,Villarreal,9,7,Almeria,75,8,8,75,7,8,0,,>=5
2014-01-01,PrimD,Athletic Bilbao,8,6,Almeria,72,7,7,82,7,8,-10,,>=5
2013-12-01,PrimD,Real Betis,11,2,Almeria,63,6,5,80,7,8,-17,,>=5
2013-11-08,PrimD,Osasuna,12,5,Almeria,55,6,4,75,7,8,-20,,>=5
2013-11-01,PrimD,Celta Vigo,7,3,Almeria,60,6,6,76,7,8,-16,,>=5
2013-10-07,PrimD,Real Sociedad,3,7,Almeria,71,7,6,82,8,8,-11,,<5
2013-10-06,PrimD,Sevilla,12,3,Almeria,58,6,5,74,7,7,-16,,>=5
2013-10-01,PrimD,Valencia,5,2,Almeria,66,7,6,77,8,8,-11,,>=5
2013-09-04,PrimD,Atletico Madrid,8,1,Almeria,64,6,7,78,8,8,-14,,>=5
2013-08-03,PrimD,Getafe,2,7,Almeria,53,5,4,88,9,9,-35,,<5
2011-05-07,PrimD,Getafe,7,3,Almeria,67,7,6,88,9,9,-21,,>=5
2011-05-01,PrimD,Real Madrid,15,6,Almeria,88,9,9,82,9,8,6,,>=5
2011-04-09,PrimD,Barcelona,9,4,Almeria,82,8,7,,,,,,>=5
2011-02-03,PrimD,Levante,7,9,Almeria,64,6,6,,,,,,>=5
2011-01-09,PrimD,Mallorca,8,9,Almeria,,,,,,,,,>=5
2011-01-09,PrimD,Real Sociedad,9,2,Almeria,,,,,,,,,>=5
2011-01-03,PrimD,Villarreal,4,0,Almeria,,,,,,,,,<5
2010-11-08,PrimD,Valencia,8,7,Almeria,,,,,,,,,>=5
2010-11-03,PrimD,Athletic Bilbao,9,2,Almeria,,,,,,,,,>=5
2010-10-01,PrimD,Atletico Madrid,12,3,Almeria,,,,,,,,,>=5
2010-09-08,PrimD,Espanyol,7,2,Almeria,,,,,,,,,>=5
2010-08-09,PrimD,Osasuna,9,3,Almeria,,,,,,,,,>=5
2015-05-03,PrimD,Levante,4,4,Elche,50,5,4,63,6,6,-13,,<5
2015-05-01,PrimD,Villarreal,8,5,Elche,70,7,7,63,6,6,7,,>=5
2015-04-06,PrimD,Espanyol,4,4,Elche,56,6,6,67,7,7,-11,,<5
2015-04-05,PrimD,Atletico Madrid,9,8,Elche,60,6,6,61,6,6,-1,,>=5
2015-03-05,PrimD,Sevilla,5,8,Elche,59,6,6,62,7,6,-3,,>=5
2015-03-02,PrimD,Celta Vigo,6,3,Elche,102,10,9,63,7,6,39,,>=5
2015-02-06,PrimD,Eibar,4,3,Elche,43,4,3,65,8,7,-22,,<5
2015-01-01,PrimD,Athletic Bilbao,10,2,Elche,63,6,5,59,7,6,4,,>=5
2015-01-01,PrimD,Granada,6,4,Elche,55,6,4,58,6,6,-3,,>=5
2014-11-08,PrimD,Real Sociedad,2,1,Elche,82,8,9,62,7,6,20,,<5
2014-11-08,PrimD,Getafe,9,2,Elche,47,5,4,62,7,6,-15,,>=5
2014-10-05,PrimD,Valencia,8,5,Elche,66,7,7,63,7,6,3,,>=5
2014-09-03,PrimD,Real Madrid,8,2,Elche,74,7,8,59,6,6,15,,>=5
2014-08-04,PrimD,Barcelona,3,1,Elche,84,8,6,57,6,6,27,,<5
2014-05-08,PrimD,Sevilla,6,5,Elche,70,7,8,56,5,6,14,,>=5
2014-04-08,PrimD,Atletico Madrid,7,6,Elche,78,8,9,53,4,5,25,,>=5
2014-04-03,PrimD,Valencia,6,2,Elche,77,8,9,55,4,6,22,,>=5
2014-03-09,PrimD,Espanyol,4,5,Elche,42,4,2,57,5,6,-15,,<5
2014-03-02,PrimD,Granada,5,3,Elche,72,7,8,59,6,6,13,,>=5
2014-03-01,PrimD,Villarreal,6,5,Elche,77,8,8,58,5,6,19,,>=5
2014-02-09,PrimD,Valladolid,9,2,Elche,70,7,7,,,,,,>=5
2014-02-02,PrimD,Real Madrid,9,1,Elche,63,6,5,,,,,,>=5
2014-01-07,PrimD,Real Sociedad,4,6,Elche,69,7,6,,,,,,<5
2014-01-05,PrimD,Barcelona,1,2,Elche,73,7,8,,,,,,<5
2013-12-03,PrimD,Levante,5,3,Elche,48,5,3,,,,,,>=5
2013-11-09,PrimD,Getafe,4,7,Elche,63,6,6,,,,,,<5
2013-10-01,PrimD,Athletic Bilbao,8,3,Elche,54,5,6,,,,,,>=5
2013-10-01,PrimD,Real Betis,6,7,Elche,55,6,4,,,,,,>=5
2013-09-09,PrimD,Celta Vigo,7,4,Elche,61,6,6,,,,,,>=5
2013-09-01,PrimD,Osasuna,5,8,Elche,69,7,7,,,,,,>=5
2018-05-03,PrimD,Espanyol,5,3,Malaga,40,4,4,54,5,5,-14,1,>=5
2018-04-09,PrimD,Levante,4,3,Malaga,45,5,3,56,6,6,-11,1,<5
2018-04-01,PrimD,Real Betis,6,4,Malaga,36,4,2,54,5,5,-18,1,>=5
2018-03-08,PrimD,Celta Vigo,4,5,Malaga,49,5,3,54,5,5,-5,0,<5
2018-03-03,PrimD,Leganes,6,1,Malaga,38,4,3,56,5,6,-18,,>=5
2018-02-05,PrimD,Athletic Bilbao,6,4,Malaga,56,6,7,54,4,5,2,3,>=5
2018-01-02,PrimD,Eibar,8,3,Malaga,52,5,3,57,4,6,-5,0,>=5
2018-01-02,PrimD,Getafe,5,2,Malaga,57,6,5,54,4,5,3,0,>=5
2017-12-01,PrimD,Real Sociedad,5,0,Malaga,85,9,8,55,5,6,30,3,>=5
2017-12-01,PrimD,CD Alaves,4,4,Malaga,33,3,1,59,6,6,-26,,<5
2017-11-05,PrimD,Villarreal,6,4,Malaga,58,6,4,55,5,6,3,1,>=5
2017-11-05,PrimD,Real Madrid,6,0,Malaga,81,8,7,58,5,6,23,1,>=5
2017-10-01,PrimD,Barcelona,4,3,Malaga,70,7,7,56,5,6,14,3,<5
2017-09-09,PrimD,Valencia,4,9,Malaga,55,6,5,56,5,6,-1,1,<5
2017-09-06,PrimD,Atletico Madrid,8,4,Malaga,48,5,5,53,4,5,-5,2,>=5
2017-09-01,PrimD,Sevilla,4,6,Malaga,65,7,6,52,4,5,13,1,<5
2017-05-04,PrimD,Real Sociedad,11,3,Malaga,64,6,7,43,3,4,21,2,>=5
2017-04-05,PrimD,Granada,2,4,Malaga,41,4,2,55,4,6,-14,2,<5
2017-03-09,PrimD,Leganes,6,7,Malaga,39,4,2,56,4,6,-17,,>=5
2017-03-05,PrimD,Athletic Bilbao,8,2,Malaga,56,6,5,54,4,5,2,3,>=5
2017-02-05,PrimD,Eibar,2,2,Malaga,60,6,5,58,5,6,2,,<5
2017-02-02,PrimD,Villarreal,9,9,Malaga,53,5,4,52,4,5,1,1,>=5
2017-01-08,PrimD,Celta Vigo,2,7,Malaga,54,5,4,54,4,5,0,1,<5
2017-01-07,PrimD,Osasuna,4,6,Malaga,47,5,4,55,4,6,-8,3,<5
2017-01-01,PrimD,Real Madrid,5,4,Malaga,71,7,7,60,5,6,11,2,>=5
2016-12-07,PrimD,Sevilla,3,6,Malaga,67,7,6,62,5,6,5,2,<5
2016-12-04,PrimD,Valencia,2,13,Malaga,73,7,7,68,6,7,5,2,<5
2016-11-09,PrimD,Barcelona,14,1,Malaga,77,8,8,59,5,6,18,3,>=5
2016-10-09,PrimD,Atletico Madrid,7,2,Malaga,80,8,5,58,5,6,22,2,>=5
2016-10-06,PrimD,CD Alaves,6,6,Malaga,,,,53,4,5,,,>=5
2016-09-03,PrimD,Real Betis,6,5,Malaga,61,6,5,53,4,5,8,1,>=5
2016-08-06,PrimD,Espanyol,3,4,Malaga,45,5,3,56,5,6,-11,2,<5
2016-05-08,PrimD,Celta Vigo,4,3,Malaga,71,7,6,55,5,6,16,2,<5
2016-04-08,PrimD,Granada,5,5,Malaga,41,4,3,56,6,6,-15,3,>=5
2016-04-03,PrimD,Atletico Madrid,10,4,Malaga,73,7,6,50,5,5,23,2,>=5
2016-03-09,PrimD,Real Betis,5,7,Malaga,60,6,7,57,6,6,3,1,>=5
2016-02-07,PrimD,Real Sociedad,8,3,Malaga,64,6,6,64,6,6,0,1,>=5
2016-02-03,PrimD,Villarreal,5,1,Malaga,56,6,5,62,6,6,-6,1,>=5
2016-01-06,PrimD,Sevilla,6,4,Malaga,67,7,5,59,5,6,8,2,>=5
2016-01-01,PrimD,Eibar,1,2,Malaga,49,5,3,62,5,6,-13,,<5
2015-12-06,PrimD,Athletic Bilbao,6,1,Malaga,69,7,6,60,4,6,9,3,>=5
2015-12-01,PrimD,Levante,6,5,Malaga,59,6,5,62,4,6,-3,0,>=5
2015-11-01,PrimD,Espanyol,3,8,Malaga,54,5,3,60,4,6,-6,2,<5
2015-10-07,PrimD,Valencia,6,8,Malaga,56,6,4,65,4,7,-9,1,>=5
2015-09-08,PrimD,Getafe,4,7,Malaga,58,6,5,64,4,6,-6,0,<5
2015-09-06,PrimD,Real Madrid,12,6,Malaga,86,9,8,60,4,6,26,2,>=5
2015-08-09,PrimD,Barcelona,15,2,Malaga,72,7,6,49,3,5,23,3,>=5
2015-05-07,PrimD,Villarreal,3,9,Malaga,70,7,7,52,4,5,18,1,<5
2015-04-09,PrimD,Celta Vigo,3,5,Malaga,86,9,7,52,4,5,34,,<5
2015-04-08,PrimD,Real Madrid,4,3,Malaga,76,8,8,55,5,6,21,2,<5
2015-04-07,PrimD,Eibar,4,0,Malaga,47,5,4,56,5,6,-9,,<5
2015-03-07,PrimD,Granada,8,1,Malaga,55,6,4,59,5,6,-4,3,>=5
2015-02-07,PrimD,Levante,1,5,Malaga,44,4,3,62,5,6,-18,0,<5
2015-02-01,PrimD,Barcelona,11,3,Malaga,59,6,4,57,5,6,2,2,>=5
2015-01-08,PrimD,Sevilla,3,1,Malaga,65,7,7,57,5,6,8,2,<5
2015-01-05,PrimD,Athletic Bilbao,8,2,Malaga,67,7,5,55,5,6,12,3,>=5
2014-11-02,PrimD,Atletico Madrid,4,2,Malaga,73,7,5,61,6,6,12,3,<5
2014-11-01,PrimD,Real Sociedad,6,3,Malaga,82,8,9,70,6,7,12,0,>=5
2014-09-08,PrimD,Getafe,3,4,Malaga,55,6,5,71,6,7,-16,0,<5
2014-09-01,PrimD,Espanyol,7,2,Malaga,39,4,2,73,6,7,-34,2,>=5
2014-08-09,PrimD,Valencia,5,5,Malaga,83,8,10,75,7,8,8,1,>=5
2014-05-01,PrimD,Atletico Madrid,11,4,Malaga,75,8,9,72,7,7,3,,>=5
2014-04-06,PrimD,Getafe,4,7,Malaga,68,7,6,78,8,8,-10,1,<5
2014-04-04,PrimD,Athletic Bilbao,6,2,Malaga,72,7,7,83,8,8,-11,2,>=5
2014-03-01,PrimD,Real Betis,3,7,Malaga,67,7,7,85,8,9,-18,,<5
2014-03-01,PrimD,Celta Vigo,6,2,Malaga,53,5,3,89,8,9,-36,,>=5
2014-03-01,PrimD,Osasuna,10,10,Malaga,50,5,3,88,8,9,-38,2,>=5
2014-01-06,PrimD,Barcelona,15,2,Malaga,61,6,7,82,8,8,-21,2,>=5
2014-01-02,PrimD,Levante,4,7,Malaga,51,5,3,87,9,9,-36,0,<5
2013-11-09,PrimD,Villarreal,9,7,Malaga,61,6,6,84,9,8,-23,,>=5
2013-11-08,PrimD,Granada,7,5,Malaga,65,7,3,82,8,8,-17,,>=5
2013-10-09,PrimD,Espanyol,8,6,Malaga,65,7,6,78,7,8,-13,1,>=5
2013-10-09,PrimD,Real Madrid,10,1,Malaga,59,6,6,76,7,8,-17,1,>=5
2013-09-07,PrimD,Valladolid,11,4,Malaga,52,5,4,69,6,7,-17,,>=5
2013-09-01,PrimD,Real Sociedad,5,4,Malaga,78,8,7,71,7,7,7,1,>=5
2013-09-01,PrimD,Sevilla,10,1,Malaga,62,6,6,74,7,7,-12,2,>=5
2013-08-07,PrimD,Valencia,9,6,Malaga,64,6,7,75,7,8,-11,1,>=5
2013-06-01,PrimD,Barcelona,9,6,Malaga,71,7,7,71,6,7,0,,>=5
2013-05-08,PrimD,Real Madrid,9,4,Malaga,66,7,6,74,6,7,-8,,>=5
2013-05-04,PrimD,Granada,6,2,Malaga,68,7,5,73,5,7,-5,,>=5
2013-04-06,PrimD,Real Sociedad,5,2,Malaga,77,8,6,78,6,8,-1,,>=5
2013-04-01,PrimD,Valencia,4,7,Malaga,60,6,6,81,7,8,-21,,<5
2013-03-09,PrimD,Valladolid,8,1,Malaga,51,5,4,81,7,8,-30,,>=5
2013-02-09,PrimD,Levante,4,4,Malaga,51,5,5,81,7,8,-30,,<5
2013-02-04,PrimD,Real Betis,7,2,Malaga,57,6,6,80,7,8,-23,,>=5
2013-01-07,PrimD,Mallorca,13,3,Malaga,65,7,8,71,6,7,-6,,>=5
2012-12-05,PrimD,Sevilla,10,7,Malaga,71,7,6,66,5,7,5,,>=5
2012-12-01,PrimD,Getafe,5,5,Malaga,62,6,4,67,6,7,-5,,>=5
2012-11-07,PrimD,Osasuna,12,4,Malaga,63,6,4,57,5,6,6,,>=5
2012-10-07,PrimD,Espanyol,5,8,Malaga,65,7,7,63,6,6,2,,>=5
2012-10-07,PrimD,Atletico Madrid,10,2,Malaga,67,7,8,59,6,6,8,,>=5
2012-09-03,PrimD,Athletic Bilbao,7,7,Malaga,66,7,6,53,5,5,13,,>=5
2012-08-08,PrimD,Celta Vigo,8,9,Malaga,,,,50,4,5,,,>=5
