Match date,Tournament,Home team,Home team corners,Away team corners,Away team,Home team corners kicked,Home team corners average,Corners >5 home team,Away team corners concieved,Corners >5 concieved away team,Away team corners concieved average,Corners difference,Corners >5 against home team,label
2017-09-01,PrimD,Levante,3,6,Real Sociedad,52,5,4,54,4,5,-2,1,<5
2017-09-01,PrimD,D Coruna,5,7,Real Sociedad,66,7,6,54,4,5,12,2,>=5
2017-08-09,PrimD,Celta Vigo,5,4,Real Sociedad,25,3,0,49,4,5,-24,0,>=5
2017-05-05,PrimD,Sevilla,10,3,Real Sociedad,56,6,5,46,4,5,10,2,>=5
2017-05-01,PrimD,Celta Vigo,3,7,Real Sociedad,29,3,1,48,4,5,-19,1,<5
2017-04-06,PrimD,Valencia,2,3,Real Sociedad,50,5,5,54,5,5,-4,2,<5
2017-04-05,PrimD,Barcelona,5,4,Real Sociedad,74,7,6,52,5,5,22,3,>=5
2017-04-04,PrimD,Atletico Madrid,6,4,Real Sociedad,61,6,7,47,4,5,14,2,>=5
2017-03-08,PrimD,CD Alaves,5,8,Real Sociedad,39,4,3,49,5,5,-10,,>=5
2017-03-03,PrimD,Real Betis,7,6,Real Sociedad,50,5,3,45,4,5,5,2,>=5
2017-02-04,PrimD,Las Palmas,6,1,Real Sociedad,49,5,6,44,3,4,5,,>=5
2017-02-01,PrimD,Espanyol,5,6,Real Sociedad,49,5,3,49,4,5,0,0,>=5
2017-01-09,PrimD,Real Madrid,0,3,Real Sociedad,74,7,7,53,4,5,21,2,<5
2017-01-06,PrimD,Malaga,7,8,Real Sociedad,69,7,6,48,3,5,21,2,>=5
2016-12-07,PrimD,Granada,5,9,Real Sociedad,52,5,5,46,3,5,6,2,>=5
2016-12-05,PrimD,D Coruna,8,6,Real Sociedad,49,5,5,46,3,5,3,2,>=5
2016-11-01,PrimD,Sporting Gijon,3,5,Real Sociedad,40,4,2,48,3,5,-8,3,<5
2016-10-08,PrimD,Leganes,1,4,Real Sociedad,,,,55,4,6,,,<5
2016-10-06,PrimD,Athletic Bilbao,7,4,Real Sociedad,64,6,6,52,3,5,12,2,>=5
2016-09-08,PrimD,Villarreal,3,6,Real Sociedad,54,5,4,58,4,6,-4,2,<5
2016-09-04,PrimD,Eibar,5,3,Real Sociedad,62,6,7,60,5,6,2,,>=5
2016-08-07,PrimD,Osasuna,10,1,Real Sociedad,57,6,4,56,5,6,1,1,>=5
2016-05-03,PrimD,Valencia,4,6,Real Sociedad,68,7,8,65,6,7,3,2,<5
2016-04-06,PrimD,Eibar,2,0,Real Sociedad,61,6,6,68,6,7,-7,,<5
2016-04-04,PrimD,Villarreal,3,5,Real Sociedad,52,5,4,71,7,7,-19,3,<5
2016-04-03,PrimD,Sevilla,8,3,Real Sociedad,73,7,6,63,6,6,10,2,>=5
2016-03-02,PrimD,Celta Vigo,5,3,Real Sociedad,65,7,5,68,7,7,-3,1,>=5
2016-03-01,PrimD,Atletico Madrid,8,1,Real Sociedad,65,7,5,62,6,6,3,2,>=5
2016-02-08,PrimD,Espanyol,4,5,Real Sociedad,56,6,5,60,6,6,-4,0,<5
2016-02-01,PrimD,Athletic Bilbao,9,3,Real Sociedad,71,7,7,55,5,6,16,2,>=5
2016-01-03,PrimD,Rayo Vallecano,7,8,Real Sociedad,58,6,6,53,4,5,5,3,>=5
2016-01-02,PrimD,Sporting Gijon,6,2,Real Sociedad,59,6,5,57,4,6,2,,>=5
2015-12-01,PrimD,Real Madrid,13,2,Real Sociedad,87,9,8,53,4,5,34,1,>=5
2015-12-01,PrimD,Getafe,5,5,Real Sociedad,52,5,4,55,5,6,-3,2,>=5
2015-11-08,PrimD,Barcelona,6,4,Real Sociedad,75,8,6,53,4,5,22,3,>=5
2015-11-06,PrimD,Las Palmas,0,8,Real Sociedad,,,,65,5,7,,,<5
2015-10-05,PrimD,Levante,10,3,Real Sociedad,56,6,4,62,5,6,-6,0,>=5
2015-10-03,PrimD,Malaga,2,4,Real Sociedad,72,7,8,66,6,7,6,3,<5
2015-09-02,PrimD,Real Betis,2,4,Real Sociedad,56,6,7,73,7,7,-17,3,<5
2015-09-02,PrimD,Granada,4,3,Real Sociedad,55,6,5,75,8,8,-20,3,<5
2015-08-02,PrimD,D Coruna,5,4,Real Sociedad,48,5,2,80,9,8,-32,3,>=5
2015-05-09,PrimD,Barcelona,10,2,Real Sociedad,63,6,5,81,9,8,-18,3,>=5
2015-05-03,PrimD,Rayo Vallecano,9,2,Real Sociedad,57,6,4,80,9,8,-23,2,>=5
2015-04-08,PrimD,Athletic Bilbao,7,3,Real Sociedad,70,7,5,76,8,8,-6,2,>=5
2015-04-07,PrimD,Atletico Madrid,4,10,Real Sociedad,64,6,7,80,9,8,-16,3,<5
2015-04-04,PrimD,Malaga,12,3,Real Sociedad,48,5,3,72,8,7,-24,3,>=5
2015-04-01,PrimD,Elche,7,4,Real Sociedad,41,4,3,70,7,7,-29,,>=5
2015-03-06,PrimD,Getafe,6,5,Real Sociedad,54,5,6,75,7,8,-21,1,>=5
2015-03-01,PrimD,Valencia,9,5,Real Sociedad,46,5,4,71,6,7,-25,1,>=5
2015-02-03,PrimD,Almeria,6,6,Real Sociedad,49,5,4,70,5,7,-21,,>=5
2015-01-01,PrimD,Real Madrid,10,3,Real Sociedad,68,7,7,65,4,7,3,1,>=5
2015-01-01,PrimD,Granada,11,4,Real Sociedad,54,5,4,62,4,6,-8,2,>=5
2014-12-07,PrimD,Villarreal,8,3,Real Sociedad,60,6,5,62,4,6,-2,3,>=5
2014-12-01,PrimD,Levante,3,4,Real Sociedad,40,4,3,70,5,7,-30,1,<5
2014-11-02,PrimD,D Coruna,8,6,Real Sociedad,48,5,3,65,4,7,-17,,>=5
2014-10-05,PrimD,Espanyol,4,4,Real Sociedad,47,5,4,65,4,7,-18,1,<5
2014-10-05,PrimD,Cordoba,5,4,Real Sociedad,,,,66,5,7,,,>=5
2014-09-04,PrimD,Sevilla,11,4,Real Sociedad,63,6,7,61,5,6,2,2,>=5
2014-09-03,PrimD,Celta Vigo,5,8,Real Sociedad,61,6,4,65,6,7,-4,,>=5
2014-08-04,PrimD,Eibar,5,6,Real Sociedad,,,,68,7,7,,,>=5
2014-05-01,PrimD,Athletic Bilbao,5,10,Real Sociedad,69,7,8,71,8,7,-2,2,>=5
2014-04-06,PrimD,Real Betis,8,8,Real Sociedad,60,6,7,65,7,7,-5,,>=5
2014-04-02,PrimD,Celta Vigo,8,7,Real Sociedad,55,6,4,62,6,6,-7,,>=5
2014-03-04,PrimD,Almeria,11,6,Real Sociedad,41,4,3,59,6,6,-18,,>=5
2014-03-02,PrimD,Sevilla,3,4,Real Sociedad,81,8,8,63,7,6,18,3,<5
2014-03-01,PrimD,Osasuna,4,8,Real Sociedad,55,6,4,70,8,7,-15,2,<5
2014-02-07,PrimD,Malaga,6,2,Real Sociedad,44,4,2,69,7,7,-25,2,>=5
2014-02-02,PrimD,Atletico Madrid,6,7,Real Sociedad,82,8,9,69,7,7,13,3,>=5
2014-01-09,PrimD,Getafe,9,3,Real Sociedad,67,7,6,64,6,6,3,1,>=5
2014-01-03,PrimD,Villarreal,8,6,Real Sociedad,74,7,8,63,6,6,11,,>=5
2013-12-01,PrimD,Granada,8,2,Real Sociedad,55,6,3,67,6,7,-12,,>=5
2013-11-09,PrimD,Real Madrid,2,7,Real Sociedad,65,7,6,70,6,7,-5,2,<5
2013-11-01,PrimD,Espanyol,5,7,Real Sociedad,64,6,6,74,7,7,-10,1,>=5
2013-10-09,PrimD,Valencia,8,2,Real Sociedad,65,7,5,72,7,7,-7,1,>=5
2013-10-05,PrimD,Rayo Vallecano,7,6,Real Sociedad,77,8,9,69,6,7,8,,>=5
2013-10-01,PrimD,Valladolid,11,4,Real Sociedad,61,6,5,65,6,7,-4,,>=5
2013-09-04,PrimD,Levante,5,1,Real Sociedad,58,6,7,67,7,7,-9,2,>=5
2013-09-04,PrimD,Barcelona,6,1,Real Sociedad,74,7,7,66,6,7,8,3,>=5
2013-08-04,PrimD,Elche,4,2,Real Sociedad,,,,66,6,7,,,<5
2013-06-01,PrimD,D Coruna,7,1,Real Sociedad,72,7,6,64,5,6,8,,>=5
2013-05-08,PrimD,Sevilla,12,6,Real Sociedad,66,7,7,61,5,6,5,,>=5
2013-05-06,PrimD,Getafe,5,7,Real Sociedad,42,4,2,61,5,6,-19,,>=5
2013-04-04,PrimD,Rayo Vallecano,9,6,Real Sociedad,67,7,7,60,5,6,7,,>=5
2013-04-01,PrimD,Osasuna,6,7,Real Sociedad,88,9,10,59,4,6,29,,>=5
2013-03-01,PrimD,Espanyol,4,5,Real Sociedad,65,7,7,61,5,6,4,,<5
2013-03-01,PrimD,Atletico Madrid,7,5,Real Sociedad,67,7,8,58,4,6,9,,>=5
2013-02-02,PrimD,Athletic Bilbao,7,4,Real Sociedad,83,8,9,57,4,6,26,,>=5
2013-02-01,PrimD,Real Zaragoza,5,6,Real Sociedad,46,5,4,61,5,6,-15,,>=5
2013-01-06,PrimD,Real Madrid,4,9,Real Sociedad,89,9,8,61,5,6,28,,<5
2013-01-06,PrimD,Celta Vigo,5,8,Real Sociedad,,,,62,6,6,,,>=5
2012-12-05,PrimD,Granada,9,4,Real Sociedad,53,5,5,66,6,7,-13,,>=5
2012-12-01,PrimD,Valencia,5,8,Real Sociedad,70,7,5,76,7,8,-6,,>=5
2012-11-01,PrimD,Malaga,8,4,Real Sociedad,81,8,8,73,6,7,8,,>=5
2012-10-09,PrimD,Valladolid,5,3,Real Sociedad,,,,75,7,8,,,>=5
2012-10-06,PrimD,Real Betis,6,9,Real Sociedad,39,4,2,78,7,8,-39,,>=5
2012-09-03,PrimD,Levante,4,5,Real Sociedad,48,5,3,79,7,8,-31,,<5
2012-09-01,PrimD,Mallorca,6,3,Real Sociedad,66,7,6,79,7,8,-13,,>=5
2012-08-09,PrimD,Barcelona,9,1,Real Sociedad,75,8,5,75,6,8,0,,>=5
2012-05-05,PrimD,Osasuna,4,4,Real Sociedad,55,6,5,79,7,8,-24,,<5
2012-05-02,PrimD,Atletico Madrid,6,10,Real Sociedad,69,7,7,81,7,8,-12,,>=5
2012-04-07,PrimD,Espanyol,13,2,Real Sociedad,51,5,6,76,7,8,-25,,>=5
2012-04-05,PrimD,Malaga,15,6,Real Sociedad,65,7,6,66,6,7,-1,,>=5
2012-03-07,PrimD,Getafe,5,8,Real Sociedad,48,5,3,67,7,7,-19,,>=5
2012-03-04,PrimD,Athletic Bilbao,7,10,Real Sociedad,88,9,8,62,6,6,26,,>=5
2012-03-04,PrimD,Real Madrid,9,3,Real Sociedad,60,6,5,61,6,6,-1,,>=5
2012-02-09,PrimD,Granada,5,3,Real Sociedad,,,,62,7,6,,,>=5
2012-02-04,PrimD,Barcelona,6,3,Real Sociedad,82,8,8,65,7,7,17,,>=5
2012-01-04,PrimD,Valencia,5,0,Real Sociedad,64,6,5,68,8,7,-4,,>=5
2011-12-08,PrimD,Racing Santande,8,3,Real Sociedad,49,5,4,67,8,7,-18,,>=5
2011-12-01,PrimD,Villarreal,8,3,Real Sociedad,50,5,2,64,7,6,-14,,>=5
2011-11-07,PrimD,Real Betis,8,3,Real Sociedad,,,,66,7,7,,,>=5
2011-11-06,PrimD,Rayo Vallecano,5,2,Real Sociedad,,,,67,8,7,,,>=5
2011-10-06,PrimD,Levante,6,6,Real Sociedad,38,4,3,66,7,7,-28,,>=5
2011-10-06,PrimD,Real Zaragoza,2,6,Real Sociedad,39,4,2,68,7,7,-29,,<5
2011-09-07,PrimD,Sevilla,8,1,Real Sociedad,48,5,6,71,7,7,-23,,>=5
2011-09-05,PrimD,Mallorca,6,1,Real Sociedad,54,5,4,75,7,8,-21,,>=5
2011-08-07,PrimD,Sporting Gijon,9,2,Real Sociedad,49,5,3,74,7,7,-25,,>=5
2011-05-07,PrimD,Valencia,8,7,Real Sociedad,80,8,7,74,7,7,6,,>=5
2011-05-05,PrimD,Sevilla,7,4,Real Sociedad,55,6,7,78,7,8,-23,,>=5
2011-04-03,PrimD,Athletic Bilbao,5,5,Real Sociedad,80,8,9,81,8,8,-1,,>=5
2011-04-01,PrimD,Atletico Madrid,10,8,Real Sociedad,91,9,8,77,8,8,14,,>=5
2011-03-07,PrimD,D Coruna,6,2,Real Sociedad,,,,80,8,8,,,>=5
2011-03-01,PrimD,Racing Santande,5,5,Real Sociedad,,,,76,8,8,,,>=5
2011-02-06,PrimD,Espanyol,4,6,Real Sociedad,45,5,4,79,9,8,-34,,<5
2011-02-06,PrimD,Real Madrid,11,3,Real Sociedad,70,7,6,74,9,7,-4,,>=5
2011-01-05,PrimD,Getafe,10,2,Real Sociedad,65,7,4,71,9,7,-6,,>=5
2011-01-03,PrimD,Villarreal,8,2,Real Sociedad,,,,,,,,,>=5
2011-01-03,PrimD,Real Zaragoza,8,4,Real Sociedad,,,,,,,,,>=5
2010-12-02,PrimD,Barcelona,11,2,Real Sociedad,,,,,,,,,>=5
2010-11-08,PrimD,Sporting Gijon,8,3,Real Sociedad,,,,,,,,,>=5
2010-11-04,PrimD,Hércules CF,6,7,Real Sociedad,,,,,,,,,>=5
2010-10-07,PrimD,Levante,9,4,Real Sociedad,,,,,,,,,>=5
2010-10-01,PrimD,Malaga,1,5,Real Sociedad,,,,,,,,,<5
2010-09-06,PrimD,Mallorca,7,7,Real Sociedad,,,,,,,,,>=5
2010-09-03,PrimD,Almeria,6,4,Real Sociedad,,,,,,,,,>=5
2010-09-01,PrimD,Osasuna,7,5,Real Sociedad,,,,,,,,,>=5
2019-10-09,PrimD,Mallorca,4,4,Real Madrid,66,7,6,53,5,5,13,1,<5
2019-09-08,PrimD,Atletico Madrid,5,7,Real Madrid,45,5,2,51,5,5,-6,2,>=5
2019-09-02,PrimD,Sevilla,9,6,Real Madrid,59,6,4,46,4,5,13,1,>=5
2019-09-01,PrimD,Villarreal,1,8,Real Madrid,47,5,4,46,4,5,1,1,<5
2019-08-07,PrimD,Celta Vigo,6,4,Real Madrid,54,5,3,46,4,5,8,0,>=5
2019-05-02,PrimD,Real Sociedad,5,2,Real Madrid,45,5,3,47,5,5,-2,1,>=5
2019-04-08,PrimD,Rayo Vallecano,6,6,Real Madrid,43,4,3,52,5,5,-9,2,>=5
2019-04-05,PrimD,Leganes,1,5,Real Madrid,39,4,2,56,5,6,-17,,<5
2019-04-05,PrimD,Getafe,9,4,Real Madrid,47,5,3,52,4,5,-5,1,>=5
2019-04-03,PrimD,Valencia,6,6,Real Madrid,75,8,9,50,3,5,25,0,>=5
2019-03-01,PrimD,Valladolid,5,12,Real Madrid,74,7,8,49,3,5,25,,>=5
2019-02-09,PrimD,Atletico Madrid,3,4,Real Madrid,58,6,4,51,3,5,7,2,<5
2019-02-04,PrimD,Levante,4,6,Real Madrid,63,6,6,48,3,5,15,1,<5
2019-01-07,PrimD,Espanyol,1,6,Real Madrid,54,5,4,51,3,5,3,0,<5
2019-01-03,PrimD,Real Betis,6,5,Real Madrid,55,6,5,47,2,5,8,1,>=5
2019-01-03,PrimD,Villarreal,6,4,Real Madrid,57,6,6,45,1,5,12,0,>=5
2018-12-09,PrimD,SD Huesca,11,6,Real Madrid,,,,40,1,4,,,>=5
2018-11-04,PrimD,Eibar,5,4,Real Madrid,69,7,7,39,1,4,30,2,>=5
2018-11-01,PrimD,Celta Vigo,5,1,Real Madrid,46,5,4,42,2,4,4,0,>=5
2018-10-08,PrimD,Barcelona,4,2,Real Madrid,57,6,5,41,2,4,16,1,<5
2018-10-06,PrimD,CD Alaves,4,3,Real Madrid,37,4,2,43,3,4,-6,,<5
2018-09-06,PrimD,Sevilla,5,6,Real Madrid,62,6,6,41,3,4,21,1,>=5
2018-09-05,PrimD,Athletic Bilbao,1,2,Real Madrid,51,5,4,44,3,4,7,1,<5
2018-08-06,PrimD,Girona,4,7,Real Madrid,52,5,6,46,4,5,6,,<5
2018-05-09,PrimD,Sevilla,2,3,Real Madrid,71,7,7,47,4,5,24,2,<5
2018-05-09,PrimD,Villarreal,4,5,Real Madrid,61,6,5,47,4,5,14,1,<5
2018-05-06,PrimD,Barcelona,6,5,Real Madrid,63,6,6,44,3,4,19,1,>=5
2018-04-05,PrimD,Malaga,4,7,Real Madrid,49,5,4,47,4,5,2,2,<5
2018-03-01,PrimD,Eibar,8,6,Real Madrid,55,6,5,41,3,4,14,1,>=5
2018-03-01,PrimD,Las Palmas,3,3,Real Madrid,63,6,6,42,3,4,21,,<5
2018-02-08,PrimD,Real Betis,6,5,Real Madrid,42,4,4,40,2,4,2,0,>=5
2018-02-07,PrimD,Espanyol,3,8,Real Madrid,48,5,4,42,2,4,6,0,<5
2018-02-03,PrimD,Levante,4,6,Real Madrid,50,5,6,42,2,4,8,1,<5
2018-02-01,PrimD,Leganes,6,5,Real Madrid,37,4,2,40,1,4,-3,,>=5
2018-01-07,PrimD,Celta Vigo,3,7,Real Madrid,41,4,1,43,2,4,-2,0,<5
2018-01-07,PrimD,Valencia,4,4,Real Madrid,62,6,4,48,3,5,14,0,<5
2017-12-02,PrimD,Athletic Bilbao,3,5,Real Madrid,80,8,9,49,3,5,31,1,<5
2017-11-08,PrimD,Atletico Madrid,7,9,Real Madrid,54,5,5,46,2,5,8,1,>=5
2017-10-09,PrimD,Girona,2,7,Real Madrid,,,,48,2,5,,,<5
2017-10-04,PrimD,Getafe,4,7,Real Madrid,59,6,5,49,2,5,10,2,<5
2017-09-07,PrimD,Real Sociedad,4,6,Real Madrid,77,8,9,49,2,5,28,2,<5
2017-09-03,PrimD,CD Alaves,5,13,Real Madrid,33,3,0,49,2,5,-16,,>=5
2017-08-01,PrimD,D Coruna,4,4,Real Madrid,67,7,6,48,2,5,19,0,<5
2017-05-07,PrimD,Celta Vigo,4,6,Real Madrid,28,3,1,47,2,5,-19,0,<5
2017-05-06,PrimD,Granada,6,3,Real Madrid,42,4,2,47,2,5,-5,0,>=5
2017-05-01,PrimD,Malaga,9,7,Real Madrid,69,7,7,43,1,4,26,2,>=5
2017-04-06,PrimD,D Coruna,4,5,Real Madrid,62,6,6,47,2,5,15,0,<5
2017-04-05,PrimD,Leganes,4,4,Real Madrid,40,4,3,47,2,5,-7,,<5
2017-04-05,PrimD,Sporting Gijon,4,8,Real Madrid,63,6,6,45,2,5,18,0,<5
2017-03-08,PrimD,Athletic Bilbao,5,5,Real Madrid,55,6,5,44,2,4,11,2,>=5
2017-03-04,PrimD,Eibar,4,4,Real Madrid,58,6,5,40,2,4,18,,<5
2017-02-06,PrimD,Villarreal,5,5,Real Madrid,57,6,5,39,2,4,18,2,>=5
2017-02-02,PrimD,Valencia,3,11,Real Madrid,65,7,6,40,2,4,25,0,<5
2017-02-01,PrimD,Osasuna,3,2,Real Madrid,43,4,4,42,2,4,1,1,<5
2017-01-05,PrimD,Sevilla,6,1,Real Madrid,62,6,5,40,1,4,22,1,>=5
2016-12-03,PrimD,Barcelona,5,7,Real Madrid,86,9,9,39,1,4,47,1,>=5
2016-11-09,PrimD,Atletico Madrid,8,6,Real Madrid,77,8,5,37,1,4,40,1,>=5
2016-10-09,PrimD,CD Alaves,4,3,Real Madrid,,,,39,2,4,,,<5
2016-10-05,PrimD,Real Betis,2,5,Real Madrid,60,6,6,40,2,4,20,0,<5
2016-09-08,PrimD,Espanyol,4,5,Real Madrid,42,4,2,39,2,4,3,0,<5
2016-09-04,PrimD,Las Palmas,0,5,Real Madrid,44,4,4,45,3,5,-1,,<5
2016-08-01,PrimD,Real Sociedad,4,7,Real Madrid,72,7,7,42,3,4,30,3,<5
2016-05-04,PrimD,D Coruna,4,8,Real Madrid,67,7,8,42,3,4,25,0,<5
2016-04-06,PrimD,Getafe,5,6,Real Madrid,62,6,5,40,3,4,22,2,>=5
2016-04-03,PrimD,Rayo Vallecano,4,6,Real Madrid,58,6,6,42,4,4,16,2,<5
2016-04-02,PrimD,Barcelona,4,3,Real Madrid,54,5,7,42,4,4,12,2,<5
2016-04-01,PrimD,Real Sociedad,6,6,Real Madrid,74,7,7,41,3,4,33,3,>=5
2016-03-03,PrimD,Las Palmas,6,5,Real Madrid,35,4,2,40,2,4,-5,,>=5
2016-03-02,PrimD,Levante,3,10,Real Madrid,57,6,6,43,3,4,14,1,<5
2016-02-07,PrimD,Granada,3,6,Real Madrid,47,5,4,45,3,5,2,0,<5
2016-02-01,PrimD,Malaga,6,6,Real Madrid,56,6,6,41,2,4,15,2,>=5
2016-01-04,PrimD,Real Betis,1,9,Real Madrid,55,6,6,42,2,4,13,0,<5
2016-01-03,PrimD,Valencia,4,7,Real Madrid,53,5,5,46,3,5,7,1,<5
2015-12-03,PrimD,Villarreal,3,9,Real Madrid,59,6,6,51,4,5,8,2,<5
2015-11-09,PrimD,Eibar,6,5,Real Madrid,38,4,1,50,3,5,-12,,>=5
2015-11-08,PrimD,Sevilla,4,6,Real Madrid,56,6,5,47,3,5,9,1,<5
2015-10-04,PrimD,Celta Vigo,5,7,Real Madrid,48,5,2,49,4,5,-1,1,>=5
2015-10-04,PrimD,Atletico Madrid,5,1,Real Madrid,57,6,6,46,4,5,11,1,>=5
2015-09-03,PrimD,Athletic Bilbao,6,8,Real Madrid,57,6,5,41,3,4,16,2,>=5
2015-09-02,PrimD,Espanyol,5,6,Real Madrid,46,5,3,43,4,4,3,1,>=5
2015-08-03,PrimD,Sporting Gijon,2,5,Real Madrid,59,6,6,44,4,4,15,,<5
2015-05-07,PrimD,Espanyol,2,5,Real Madrid,55,6,5,45,4,5,10,2,<5
2015-05-02,PrimD,Sevilla,8,1,Real Madrid,50,5,3,39,3,4,11,0,>=5
2015-04-08,PrimD,Rayo Vallecano,8,1,Real Madrid,49,5,3,36,2,4,13,2,>=5
2015-04-06,PrimD,Celta Vigo,5,4,Real Madrid,87,9,8,35,2,4,52,,>=5
2015-03-07,PrimD,Athletic Bilbao,1,8,Real Madrid,78,8,6,37,2,4,41,2,<5
2015-03-02,PrimD,Barcelona,7,11,Real Madrid,69,7,6,36,2,4,33,1,>=5
2015-02-07,PrimD,Atletico Madrid,2,3,Real Madrid,63,6,5,41,3,4,22,2,<5
2015-02-02,PrimD,Elche,1,6,Real Madrid,46,5,4,42,3,4,4,,<5
2015-01-08,PrimD,Getafe,7,8,Real Madrid,47,5,5,43,3,4,4,1,>=5
2015-01-04,PrimD,Valencia,3,11,Real Madrid,53,5,5,44,3,4,9,1,<5
2015-01-04,PrimD,Cordoba,3,9,Real Madrid,,,,45,3,5,,,<5
2014-12-02,PrimD,Almeria,2,8,Real Madrid,52,5,5,50,4,5,2,,<5
2014-11-09,PrimD,Malaga,5,6,Real Madrid,68,7,5,47,4,5,21,3,>=5
2014-11-02,PrimD,Eibar,4,2,Real Madrid,,,,50,5,5,,,<5
2014-11-01,PrimD,Granada,3,4,Real Madrid,51,5,4,53,6,5,-2,0,<5
2014-10-08,PrimD,Levante,6,3,Real Madrid,41,4,3,55,6,6,-14,0,>=5
2014-09-07,PrimD,Villarreal,7,6,Real Madrid,60,6,5,54,6,5,6,1,>=5
2014-09-01,PrimD,D Coruna,2,3,Real Madrid,69,7,6,52,6,5,17,,<5
2014-08-01,PrimD,Real Sociedad,8,6,Real Madrid,58,6,6,47,5,5,11,2,>=5
2014-05-07,PrimD,Valladolid,4,9,Real Madrid,64,6,5,48,5,5,16,,<5
2014-05-01,PrimD,Celta Vigo,4,15,Real Madrid,51,5,3,47,5,5,4,,<5
2014-04-05,PrimD,Real Sociedad,7,8,Real Madrid,56,6,5,41,4,4,15,2,>=5
2014-03-06,PrimD,Sevilla,2,9,Real Madrid,80,8,8,45,5,5,35,0,<5
2014-03-05,PrimD,Malaga,7,6,Real Madrid,49,5,3,42,4,4,7,2,>=5
2014-03-02,PrimD,Atletico Madrid,6,4,Real Madrid,77,8,9,39,3,4,38,2,>=5
2014-02-06,PrimD,Getafe,8,10,Real Madrid,69,7,6,35,2,4,34,0,>=5
2014-02-02,PrimD,Athletic Bilbao,6,3,Real Madrid,79,8,8,39,2,4,40,2,>=5
2014-01-08,PrimD,Real Betis,0,7,Real Madrid,75,8,7,44,2,4,31,,<5
2014-01-02,PrimD,Espanyol,3,8,Real Madrid,57,6,4,52,3,5,5,2,<5
2013-12-04,PrimD,Osasuna,5,6,Real Madrid,61,6,4,55,4,6,6,1,>=5
2013-12-02,PrimD,Valencia,3,6,Real Madrid,68,7,7,54,4,5,14,2,<5
2013-11-03,PrimD,Almeria,1,6,Real Madrid,48,5,4,59,5,6,-11,,<5
2013-11-02,PrimD,Rayo Vallecano,6,1,Real Madrid,82,8,10,62,5,6,20,,>=5
2013-10-06,PrimD,Barcelona,4,3,Real Madrid,74,7,8,61,5,6,13,1,<5
2013-10-05,PrimD,Levante,3,8,Real Madrid,59,6,7,61,5,6,-2,0,<5
2013-09-05,PrimD,Elche,4,5,Real Madrid,,,,61,5,6,,,<5
2013-09-04,PrimD,Villarreal,10,3,Real Madrid,48,5,3,58,5,6,-10,,>=5
2013-08-06,PrimD,Granada,5,8,Real Madrid,62,6,4,62,6,6,0,,>=5
2013-05-08,PrimD,Real Sociedad,11,5,Real Madrid,73,7,6,57,6,6,16,,>=5
2013-05-01,PrimD,Espanyol,8,3,Real Madrid,61,6,6,55,6,6,6,,>=5
2013-04-07,PrimD,Atletico Madrid,2,2,Real Madrid,66,7,7,54,6,5,12,,<5
2013-04-04,PrimD,Athletic Bilbao,6,4,Real Madrid,74,7,8,50,5,5,24,,>=5
2013-03-01,PrimD,Celta Vigo,9,6,Real Madrid,49,5,2,49,5,5,0,,>=5
2013-03-01,PrimD,Real Zaragoza,3,3,Real Madrid,48,5,3,53,6,5,-5,,<5
2013-02-03,PrimD,D Coruna,3,5,Real Madrid,80,8,7,53,6,5,27,,<5
2013-02-02,PrimD,Granada,4,8,Real Madrid,57,6,5,54,6,5,3,,<5
2013-01-02,PrimD,Osasuna,7,6,Real Madrid,77,8,6,50,5,5,27,,>=5
2013-01-01,PrimD,Valencia,9,5,Real Madrid,66,7,4,45,4,5,21,,>=5
2012-12-08,PrimD,Valladolid,6,11,Real Madrid,,,,43,3,4,,,>=5
2012-12-02,PrimD,Malaga,6,8,Real Madrid,89,9,9,41,2,4,48,,>=5
2012-11-04,PrimD,Real Betis,1,10,Real Madrid,42,4,3,47,3,5,-5,,<5
2012-11-01,PrimD,Levante,2,8,Real Madrid,42,4,3,48,3,5,-6,,<5
2012-10-08,PrimD,Mallorca,8,6,Real Madrid,61,6,7,45,2,5,16,,>=5
2012-10-07,PrimD,Barcelona,7,2,Real Madrid,80,8,5,41,1,4,39,,>=5
2012-09-05,PrimD,Sevilla,3,4,Real Madrid,72,7,8,50,2,5,22,,<5
2012-09-04,PrimD,Rayo Vallecano,5,6,Real Madrid,71,7,7,48,2,5,23,,>=5
2012-08-06,PrimD,Getafe,3,7,Real Madrid,49,5,3,49,2,5,0,,<5
2012-05-05,PrimD,Granada,4,6,Real Madrid,60,6,5,48,2,5,12,,<5
2012-05-02,PrimD,Athletic Bilbao,4,8,Real Madrid,74,7,6,46,2,5,28,,<5
2012-04-01,PrimD,Barcelona,4,7,Real Madrid,83,8,7,47,2,5,36,,<5
2012-04-01,PrimD,Atletico Madrid,7,8,Real Madrid,77,8,7,43,1,4,34,,>=5
2012-03-01,PrimD,Real Betis,3,5,Real Madrid,84,8,7,49,2,5,35,,<5
2012-03-01,PrimD,Villarreal,5,8,Real Madrid,57,6,4,50,3,5,7,,>=5
2012-03-01,PrimD,Osasuna,3,4,Real Madrid,56,6,5,50,3,5,6,,<5
2012-02-06,PrimD,Rayo Vallecano,12,5,Real Madrid,,,,40,2,4,,,>=5
2012-02-04,PrimD,Getafe,3,8,Real Madrid,46,5,4,44,3,4,2,,<5
2012-01-04,PrimD,Mallorca,4,5,Real Madrid,66,7,7,45,3,5,21,,<5
